,message,category
1635,"Oh, how are things at 3? hmmm",0
1636,30% to students,0
1637,"Well, that is, if you are a payer and belong to the category of a person whose family has financial difficulties, then they will settle",0
1638,Sit for a few days and think about your behavior,0
1639,How does this substantiate my words? It's the same as if I didn't,0
1640,who fumbles alone,0
1641,Remember the time when it cost 180?,0
1642,At 19 in some botalka or rest room I’m orienting myself closer to the time when I’ll check the places,0
1643,"Here, in the 90s everyone was afraid of Ukupnik",0
1644,See what tasks,0
1645,Oh if I loved Kurt,0
1646,And where is the oak truck ....,0
1647,Remind about administrative responsibility for noise,0
1648,Where is he located?,0
1649,"I think not, take it while everyone is sleeping)",0
1650,"once in my first year, I printed a textbook, because. it was possible to bring any materials in any quantity",0
1651,On what grounds?,0
1652,"If someone updated the poppy to version 12.2 (the update arrived somewhere 2 weeks ago), please unsubscribe, there is a question",0
1653,"In short, it's a fool's test",0
1654,Panic is a very bad companion,0
1655,what is a bum worth,0
1656,"Damn, I didn't take a shower today due to lack of water...",0
1657,There was a similar topic in my physics and mathematics school,0
1658,both a reaper and a pacifier player,0
1659,Is the gym at 3k open today? anyone seen?,0
1660,"And as a result, the speed is lower",0
1661,And thank you queen!,0
1662,Stories for support,0
1663,"Found it, senks e lot ❤️",0
1664,Et what? Type of Armenian Nazis?,0
1665,Or several,0
1666,They are not closed,0
1667,Aeroexpress is written on it,0
1668,"Well, which is for 415",0
1669,Is it possible to somehow agree and order cleaning in oak trees?)) Has anyone tried it?,0
1670,HAHAHAHAHAHAHA FUCK,0
1671,And where did you live?,0
1672,you are christian dior,0
1673,"Is that the court, but it's too cloudy",0
1674,"Chela, does anyone have a photo of our avtik in Slavic?",0
1675,We really need at least a couple of people!,0
1676,Galina Yashina or Lyudmila Lyudmurik?,0
1677,Krch this is because of the check aps,0
1678,You seriously choose the wrong side,0
1679,What did you take from?,0
1680,"Sometimes the connection appears, by the evening they can get in touch, wait",0
1681,well pass 5/10,0
1682,all the men will be killed and all the pulls will be his🦍,0
1683,Trolley for what ((,0
1684,without fail 2,0
1685,Periodically dies and falls,0
1686,why did you go to the student council,0
1687,"Gentlemen, who can print?",0
1688,"Well, usually there are 3 people sitting",0
1689,"I advise you to contact some student in a hostel, because there are many who passed the exam and have good books for learning the language",0
1690,Lazizbek shaving foam Bormi?,0
1691,Yerevan-Dubki transit🤙🏻,0
1692,or in the first month of the school year,0
1693,But you couldn't even finish that thought,0
1694,let me provide support,0
1695,Pretty sure the first-timers who settle in will have to be vaccinated,0
1696,Fine. I had a screw up on ng,0
1697,"Like tg, which sends a message in a million years, when it is no longer relevant",0
1698,"Like the original thesis that there are substances that can help with depression, we discussed",0
1699,"no, as usual",0
1700,I was supposed to fly from Astana today,0
1701,Who is making noise in the first building?,0
1702,"Wow, there is such a hall. And it is for the desktop, right?",0
1703,Looks like a hobbit,0
1704,"as soon as I get a visa, so immediately, but for now it is delayed",0
1705,Thank you,0
1706,Comrade Major is pleased. Millions of chats at a glance),0
1707,"My name is Kira Yoshikage, I am 33 years old",0
1708,It shouldn't have been difficult,0
1709,Or a foreigner (but I don't remember),0
1710,"So, two services for the price of one.",0
1711,And stop under the sign did not invent,0
1712,1k does anyone have an ice cube??,0
1713,so I'm going to a meeting,0
1714,"well, I’ll try 4 mm type and I’ll say",0
1715,shoot sig 1k,0
1716,oh the big one woke up,0
1717,Can anyone borrow a pass for the evening?,0
1718,I remember you,0
1719,Let's have a party!,0
1720,Can I have a link to the anime club chat,0
1721,at least in the very first lockdown (spring 2020) it was possible to write a statement that you were leaving and get a deduction,0
1722,Does anyone need? fasteners,0
1723,What building is this in?,0
1724,"Well, I was driving at 7-8 in the morning today and there were a lot of people",0
1725,"Rzhuu came up with an employee who poured water for free, said that he would only test the system with bank cards right now",0
1726,I'm on my way to work in the coworking,0
1727,maybe someone is looking for a map,0
1728,"Why not adequate? Just the fact that you seem to be obliged, but it seems that the military commissar should run after you to look for you is not very adequate",0
1729,But where to get the money!,0
1730,They asked for feedback,0
1731,"Damn, a year ago I drove so many leftist men",0
1732,in the gyms,0
1733,The same 4th Dubkov Corps,0
1734,"It's Azat, get used to it)",0
1735,"When I returned, I wrote in advance already at the beginning of August",0
1736,I'm looking everywhere now,0
1737,Like (but there should be olds in the chat who definitely took something there),0
1738,But the flu is also possible,0
1739,There are many deliveries through VK food,0
1740,Preferably a separate wagon marked with a tower logo,0
1741,Looks more like Esmeralda,0
1742,Students when the heating was turned off,0
1743,we kicked out the urus,0
1744,There's a 24-hour grocery store and tobacco,0
1745,oh we are going to cook pancakes for breakfast tomorrow,0
1746,My friend smoked a pack a day and got a hole in her stomach,0
1747,comrades friends,0
1748,We are all here on the positive and without the negative!,0
1749,Oaks also have this option.,0
1750,"Bent 2 times and nothing, works like a clock",0
1751,first Thursday of the first week of school,0
1752,In fact,0
1753,I'm on the second floor looking for...,0
1754,The opinion of the Russians should not be taken into account.,0
1755,so it remains only to find baking powder,0
1756,so harsh was the rhetoric,0
1757,Everything is like Tim Kokku. Probably it is necessary to bring the reptilians for an update of the chip version,0
1758,I need glasses👓 transparent white non-sunglasses,0
1759,Only face-to-face attendance,0
1760,"Guys, you are fucking misinforming people) many chat do not check with these jokes",0
1761,I understand correctly that foreigners are not allowed to register there?,0
1762,How are the buses running today?,0
1763,What the fuck is the first bus at 7:50,0
1764,"this is not a shamrock, everyone is here",0
1765,for some reason I have never seen a message about the search for a male pass,0
1766,"Guys, where can I buy alcohol right now and not very expensive?",0
1767,"No one will stop him, you don't even have to try",0
1768,No resume or work experience,0
1769,Can you rely on a source?,0
1770,or the table was somewhere,0
1771,"Therefore, we are not limited to three days",0
1772,seems to be empty,0
1773,Bargaining is appropriate🤙🏻,0
1774,Oh how you burn,0
1775,"The campus depends on your op, the time depends on how many more people will come there at the same time as you",0
1776,She doesn't want to hide,0
1777,"Hey, I came by today to check how you guys are doing. I'll dump it at the end of the day for another week or so.",0
1778,"Gleb, can you delay the bus at 22:09 for 2 minutes, my train is late",0
1779,"Come to us, introduce the legends @l2lwww",0
1780,"if they don’t sleep, then you can",0
1781,Doesn't anyone want a native shmurdyak?,0
1782,"But do you know if I want to settle down with a friend, then what needs to be done?",0
1783,who will play football now?,0
1784,"can be reduced, smart students might be low ranked for some reason, but top fuckers are very unlikely",0
1785,"can anyone shoot a cigarette? preferably the first building, but I can come to another",0
1786,higher school of political science?,0
1787,This is a simple closure,0
1788,He won't work anymore,0
1789,I want a specific mattress,0
1790,"stomach hurts, nausea",0
1791,I hope there will be puffs.,0
1792,Nothing has changed in 27 years,0
1793,DINA WHAT ARE YOU DOING HERE,0
1794,well it works,0
1795,Who agrees put the class,0
1796,Can she do something?,0
1797,"These should be hung, those that I removed from the first building",0
1798,Thanks!! I'm really glad that everything closed. Lived with tails for a very long time,0
1799,Who cares anyway,0
1800,And how long does the bus travel from dubki to Slavyanka?,0
1801,But not forever!,0
1802,Artificial fruits🤣,0
1803,Can anyone borrow skates?🙇‍♀️,0
1804,"Also a coffee machine, I hope it will reach us soon",0
1805,and MB someone sells his iPhone (XR / 11)? .. I would take,0
1806,"Well, the MFC that I was talking about is a stone's throw from the metro station of the same name",0
1807,"Yes, they wanted to write me a challenge downstairs in the medical office",0
1808,I drove mosquitoes from the ceiling a couple of days ago and accidentally demolished a battery-powered signal. Keknul and went downstairs to ask her to attach,0
1809,Okay thank you,0
1810,Tell more stories about America,0
1811,"Girls, does anyone have Postinor urgently?",0
1812,Has anyone tried to replenish social networks through the Moscow metro application? where is the card number?,0
1813,"Well, right after that",0
1814,They say they are closing the office,0
1815,Or punch the lid with a knife - it will be easier,0
1816,here at 7:40 you need to start singing Jewish songs,0
1817,this is oak sex,0
1818,that is a completely different question.,0
1819,"Is it true that if the social program is not replenished for 2 months, then it will have to be done on a new one?",0
1820,"A strange question, but in 3k no one will have a machine for cigarette rolls",0
1821,"Guys, does anyone have a paid zoom? Shoot me for an hour",0
1822,I'll post it here later,0
1823,what is your speedtest showing?,0
1824,11 pm most likely,0
1825,This is solved,0
1826,"Although no, they also enter the room themselves",0
1827,Is it possible to delay the Slav for 3-4 minutes at 23.05??,0
1828,"so voice the meaning of your actions, we will listen",0
1829,but it's better to have one girl,0
1830,You're just offended that I don't invite you to parties anymore,0
1831,Nikita take off the nudes...,0
1832,"The authorities are considering extending the lockdown in Moscow In the soft version - until November 15, in the hard version - for a month or more. https://ift.tt/3CgQvTW@finanz_ru",0
1833,"There will always be victims, but on average there was a rapid increase until 2008 due to oil prices",0
1834,Will the real slim shady please stand up?,0
1835,Don't burn the office,0
1836,KFC) There is generally 24/7,0
1837,What is there to do at a distance?,0
1838,And even more,0
1839,"I’m definitely not going anywhere to go, but to croak and sit in a frog pose ..",0
1840,Socks Nike high Sizes 36-47. Cast quality. Write to WhatsApp for order 89856955372,0
1841,"oh Denis, well, your avatar is beautiful",0
1842,Just get on their minds,0
1843,"Please help me, my (1k) wifi is not connected in any way",0
1844,"Well, they told me they say we can’t settle here and there",0
1845,You need to get there on time,0
1846,What?? Now max 50%?),0
1847,"do not pay attention to the ping on the 3rd screen, this is more to demonstrate stability",0
1848,Where did you find the bus at 11:35 at all,0
1849,"I won't make it in 4 minutes, sorry",0
1850,"In Odintsovo, where, too, there seems to be no record :)",0
1851,What are the rates today?,0
1852,Who has a clipper?,0
1853,Can't be,0
1854,No it's hamas,0
1855,Does anyone occupy 256 today?,0
1856,"Yes, not always in hostels",0
1857,"There is a telly at 21, but it's hard to open it right now",0
1858,Can anyone borrow an acer charger? Mine decided to 🪄break🪄,0
1859,Heard they don't have to say quarantine if you're vaccinated,0
1860,"Hmm, I read the article. It's a pity for the guys, of course, who bought into a hostel for 20k a month",0
1861,Club of Incorrigible Optimists,0
1862,"In general, I'll try to fix",0
1863,Which store is this?,0
1864,and in the Dubkov bus 3 people yyy,0
1865,"they will look at prescribe treatment, well, if the symptoms are similar, they will be sent for PCR in one, but this does not always happen",0
1866,"If you find it, buy me a couple, I'll pay and have a chess lesson 😊",0
1867,Is there anyone in a taxi from odi now?,0
1868,"Therefore, it cannot be said that everyone arrives on the one that is at 22:31",0
1869,Just the tobacco is closed,0
1870,Does anyone have paper tape?) we need to glue the garland🐈‍⬛,0
1871,Welcome to the dubkov chat! Send purchase / sale announcements to the flea market: @dubki_baraholka@susik_93,0
1872,"And that's it, watch the movie.",0
1873,"Right now, for another month they will ask",0
1874,Balalaikas were delivered...,0
1875,What do you remember?,0
1876,know someone who can add me there?),0
1877,It was necessary to unlearn in the eleventh and pass,0
1878,"You write to them, you write, but still someone comes ""It doesn't work, what to do""",0
1879,"Try it yourself, you'll like it)",0
1880,If there is a policy,0
1881,"yeah, there's nothing there",0
1882,Per person from Kemerovo,0
1883,"hmm, southern and northern oaks",0
1884,adrenaline rushes and you stop controlling your muscles,0
1885,Delayed for 10 min,0
1886,And where to whom? This is my first day here and I don't understand why.,0
1887,You take temporary,0
1888,BOYS AND BOYS PLEASE HOLD THE OAK CARRIER FOR 1 40,0
1889,Check out what it looks like,0
1890,"594, leaving the roundabout stop",0
1891,"And then I won’t take one ahah, thanks!",0
1892,"in a hussar ballad on the 2nd floor in ""my documents""",0
1893,"There are chips, do not put",0
1894,Does the water column work 24/7?,0
1895,Ibrat's personal hater 😂,0
1896,"they just tidy up they say? they came at the wrong time, I ran to the bus",0
1897,"Damn, I demand the result in the conf.",0
1898,"Guys, can anyone borrow a carry-on bag? (Utair, 40*30*20) For a fee",0
1899,Hands are much faster,0
1900,Moscow region,0
1901,Very expressive pause,0
1902,"Well, you don’t have to speak, but go to the duty room about this issue",0
1903,You have recently become Russified,0
1904,"It is difficult to find long, under the berets in the Euro-house",0
1905,Counter question: how much is a stipukh?,0
1906,You're lucky because I'm cold as hell too,0
1907,"I understand correctly that you can get a stipukha on ccks, but for this you need to contact the nearest vtb to activate it for you?",0
1908,There is a life hack - you can print in my documents for free. If a little and bw printingThere is a regular printer,0
1909,this should be put on the wiki,0
1910,"Oooh, it's easier. 🙈",0
1911,"A free PCR is not given by a clinic, but by a policy",0
1912,Does a poppy work at the station?,0
1913,Onlifans Paradise,0
1914,And you can't store anything on the balconies by the way.,0
1915,The Jews gave us water,0
1916,"What, guys, is there already water in the oaks or is the cola still flowing?",0
1917,Can someone lend me some mulled wine spice? Common. It's called wine,0
1918,This is how he told you,0
1919,PI supremacy clearly visible,0
1920,so let them run without interruption,0
1921,Here's a screenshot from Speedtest,0
1922,Current officially,0
1923,it's easy if you have it (window faces),0
1924,"The other day, a neighbor told",0
1925,One of the few legitimate candidates after few real elections in the country,0
1926,"(c) rain. guarantees were attached to the case. not two months of detention, as it could be (and which no defendant should have in a good way)",0
1927,Hello everyone) is there anyone fumbling Terver?,0
1928,The girl was taken from the design,0
1929,and because of this it is slower,0
1930,So I said goodbye to her and went to five,0
1931,would still let,0
1932,Let's pay money,0
1933,It was he who got screwed over the hostels and students and said let's go to the fuck I'm going to Yevtush,0
1934,Well it seems to me,0
1935,But she doesn't ask,0
1936,Hello! Does anyone have a cigar? Would like to ask for a couple of minutes to smoke,0
1937,General Gaves' report,0
1938,"Conclusion eg ""In short: you can not force a frequency band in OS X 10.9 Mavericks.""",0
1939,You are an imposter!,0
1940,Migration woman vsm?🤔,0
1941,Let's go to work,0
1942,"We're going to make mashed potatoes, bring back the potato peeler, please.",0
1943,is this when roommates move beds?,0
1944,All 935 people,0
1945,why is it needed at all.,0
1946,"if it’s richer, then everything from vkusvila is delicious",0
1947,who will shoot the whitefish,0
1948,I can’t buy a metro ticket for July either?,0
1949,"Well, I'll put it on charge then",0
1950,Today is the last day,0
1951,"Are you going to torture someone, dear?",0
1952,"Between buildings of oaks it is possible, between dorms it is impossible",0
1953,Or is it saved on your phone?,0
1954,people don't know whether to run or not,0
1955,"Chronic tonsillitis, and now I have it getting worse again 🥲",0
1956,"Let's continue in PM in the evening, I'll explain to you why I'm triggered",0
1957,In the insulator current of patients,0
1958,but I don't have a screwdriver,0
1959,"There, in front of me, they sold a bottle of beer to a peasant, but they knew each other. Didn't try myself",0
1960,"Shoot a couple of sigs, I'll pay",0
1961,"Yes, I will make a schedule so that leisure time for a certain event is taken up no more than once a week",0
1962,and when will the schedule of oak trucks for routes from the 10th..?,0
1963,"Late, he left before my eyes",0
1964,"Guys, who should I write / call so that the Slav at 23:10 was detained for a couple of minutes",0
1965,There you can really catch a critical excess of the amount of sauce,0
1966,So stay away from the cars,0
1967,"I heard psilocybin helps with depression, and maybe marks",0
1968,And just sleep,0
1969,circled in red,0
1970,Does anyone know if the rocker in the 2nd building works?,0
1971,I read some bullshit,0
1972,"Damn, I had to buy luggage, although everything fit (((",0
1973,Moved from another hostel with her own mattress. Nobody said anything.,0
1974,"No, for in September they don’t do pervakam for the three holy days",0
1975,"Fuck everyone, come on in",0
1976,"No, I'm your favorite sorceress",0
1977,movements become too abrupt and you lose control of your body,0
1978,"Okay, ACDC)",0
1979,I would never admit,0
1980,Who has an onion? 2-3 pieces urgently,0
1981,"yeah, but it’s more profitable to buy a ticket to the Slav",0
1982,What would the keys give?,0
1983,Look at me,0
1984,what exists,0
1985,Please wait for 2-3 minutes,0
1986,that there is a beautiful continuum in the form of a gradient,0
1987,But I don’t think it’s correct to advertise publicly,0
1988,"They hung there for the entourage, you thought?",0
1989,Oil is good too,0
1990,Living in Dubki is really a base,0
1991,What are the delivery rates for rolls?,0
1992,it was like a fog,0
1993,oh i think i have one,0
1994,"As far as I remember, you can write to the manager there, ask him to detain him, and he will try",0
1995,"Quiet, I'm busy",0
1996,evil driver.,0
1997,"Damn, are you sick of that too?",0
1998,"everything will work. residual associative trailer, domestic development! well, as your idols say: any comparison is lame",0
1999,"there is no life beyond Novosibirsk, only foxes and forests",0
2000,"well, ozone may not be express then, there’s a department right in the ballad",0
2001,I'll hurry up and ask the timing,0
2002,No problems,0
2003,what size?,0
2004,But im only in sharp pain,0
2005,Perhaps he will agree for free,0
2006,Well in terms of market prices,0
2007,I attached myself through public services,0
2008,what color hair?,0
2009,Corps 2 need a calculator. I'll return it tomorrow evening),0
2010,Are we going to Ultima?,0
2011,when you see yourself in the list of debtors 🌚,0
2012,Shoot the whitefish,0
2013,I got stopped twice,0
2014,"There is a guy from the 3rd year of mo, I can give his contact",0
2015,No longer working,0
2016,"Watched it, great movie",0
2017,guys who have a printer 2 pages need to be printed?,0
2018,what is the scientific setting?,0
2019,It's enough just not to have a personal life,0
2020,Everything works fine on my MCD and in old machines,0
2021,Lifehack: turn on the stove,0
2022,Your mouse .... Then I'll go to 1 building through xse hell to play ...,0
2023,"well, this is the number of the tenancy agreement between the student and HSE",0
2024,Or who lived there in a barrel,0
2025,"ahah, mts is also bad",0
2026,Does each apartment have a balcony?,0
2027,Sometimes it doesn't come,0
2028,It turns out yes,0
2029,how many do you have?,0
2030,"In general, if you need some kind of physical help, logically they don’t turn to a girl, rather, they will ask a man",0
2031,"Guys, what can you do with a full broken laptop?",0
2032,"Then I fuck in the eyes again, eh",0
2033,drop the pozhik if you find it 🥺,0
2034,Literally 2 minutes,0
2035,"Yul, but do not take too much?",0
2036,Four years of joy and happiness ahead,0
2037,i installed everything,0
2038,"Guys, are passes for the Lubyanka being made?",0
2039,I want to eat 🙂 no strength to get up,0
2040,does it connect to vpn,0
2041,But I'm interested now.,0
2042,I have an FSB captain.,0
2043,Definitely and only 5 GHz,0
2044,some kind of couch,0
2045,So the cheese thief in the first building,0
2046,lol..... help with translation,0
2047,And this is your oak movie poster,0
2048,Where can you buy good coffee nearby?,0
2049,"xs, as for me, it's very normal",0
2050,30k seems like a good price,0
2051,"Ahahaha interesting, but we can go to full-time",0
2052,right now it's awesome,0
2053,People who can borrow jbl for the evening tomorrow? With me beer/chocolate/whatever,0
2054,"we have a burner on the stove that, when turned on, produces a cut of light in the entire apartment, but the kettle never did that",0
2055,"Guys, does the printer work in the top five now?",0
2056,Need this cable,0
2057,Is there anyone in the Slav? Shoot the whitefish pzh,0
2058,"Well, at least not in full voice, plzzzzzzzz",0
2059,explosive excitement,0
2060,I'll come home and do it,0
2061,Citric acid in a magnet for 32 rubles. Boil with water - the kettle is like new.,0
2062,only in 2k22,0
2063,"certificates to be sold by attendants... for one pass, two passes, ten. good business",0
2064,kick the sorceress,0
2065,and what is wrong with them?,0
2066,In the pocket the bus stops,0
2067,She at the box office said that because of the subway ....,0
2068,It's not for nothing that we didn't lock the front door for 2 years hahaha,0
2069,"And there is no cancellation, came with a delay of 7 minutes",0
2070,"Well, yes, they cleaned it in the zero",0
2071,There are contacts of the cleaner of the 1st building,0
2072,"Wow, this looks like it was taken out of context.",0
2073,"So, no, it looks like with a phone",0
2074,cheto with tariffs fucked up real,0
2075,But tickets to return this some part of the money for them to lose like,0
2076,taratuta is now stupid,0
2077,Is anyone going to the grocery store today?,0
2078,I don't move my neck anymore because of this,0
2079,Ask norot,0
2080,Then come for your weekend tea coffee whiskey from us))),0
2081,About an hour if you get on the HSE bus well,0
2082,"Right now, I would like to kpmnitsya 😋😋😋",0
2083,in my opinion it is needed only if not vaccinated by a companion,0
2084,"And who was attached to the clinic, what thread in the area of ​​​​Slavic Boulevard?",0
2085,"Well, if you live in the 6th section of the first building, then you can spend anyone",0
2086,Oaks 2k I will exchange brusko coconut dessert for any other liquid 30 ml of any manufacturer I did not like this flavor I used it only once,0
2087,Which bus is at 23:31,0
2088,A couple of years nothing changes,0
2089,"And therefore, the system is worse than the rating system for speed, since it does not affect specific people, but the entire stream as a whole",0
2090,Sorry for the anti-advertising,0
2091,May I ask for cigarettes? I will transfer money,0
2092,"Well, not 2 times the same difference)",0
2093,And I was in quarantine too.,0
2094,My windows are sealed well.,0
2095,That's not for you to say,0
2096,"Oh, by the way, and if the suit is a little street ...",0
2097,This is an attempt at primitive manipulation.,0
2098,"Oh well, yes, it does not compare with the first)",0
2099,get it yes,0
2100,"Well, I was with a man, a specialist, of course, 6/10, but a pleasant person, we talked, I don’t want to go to him a second time",0
2101,"OK, deal",0
2102,"That is, if a person goes to the academy, does he have a chance to get a hostel?",0
2103,or buy a pack,0
2104,"Okay, I'll try. Thank you!",0
2105,"We will pay off soon, tomorrow's auction will show",0
2106,"What do you think, how much do cafes and restaurants want whips to come to them and work there all day drinking ordered tea for 200 rubles?",0
2107,Does anyone know the owner of the Volvo?,0
2108,Welcome to the dubkov chat! Send purchase / sale announcements to the flea market: @dubki_baraholkaAlex,0
2109,"Ah, well, there is a container there, but it is filled almost to the top, apparently they are not handed over anywhere",0
2110,And how did you know,0
2111,there is a sexsharing in the oaks,0
2112,"😭😭😭💜💜💜💜💜Anna, thank you so much!!",0
2113,Do they play here at all?,0
2114,I study in the tank and do nothing,0
2115,"Well, there are only Koreans playing under speed",0
2116,may not be worth depriving,0
2117,Won't help anymore,0
2118,Banned in Russia,0
2119,"Sorry, I belong to Ibrat)",0
2120,"1k, after the guard you go right until you see him",0
2121,fucking song,0
2122,it's not about iup,0
2123,"Just not in the summer, it's hot for people and so it will be",0
2124,there are also passive speakers,0
2125,I also have 2.4 ghz,0
2126,@taratutkin be king Solomon,0
2127,"Damn, right? ... I wanted exactly them, but I listened and they were bue",0
2128,Spanish shame for people who pour 5l of water in a coworker Fu do so,0
2129,Ready to offer you my help,0
2130,I beg you shoot the sig please,0
2131,oh not in the past,0
2132,no one has a crochet hook for a while?? 1 to,0
2133,They were wrong.),0
2134,In 10 registration,0
2135,Did they say the citizen of the Russian Federation?,0
2136,so sell guys,0
2137,I have my own community,0
2138,I'm sorry but I'm at work now..,0
2139,I change 2 places in two different 3-room apartments for places in one 2-room apartment with my surcharge,0
2140,"they say, how many works were checked, meetings were held",0
2141,I wandered there for the first time,0
2142,She ran a competition,0
2143,Does anyone else have it? Dmitry's needle is too thick :(,0
2144,Did anyone order in Mac?,0
2145,Is there an attachment there? In the room.,0
2146,"Guys, lend an iPhone charger for literally 15 minutes, very urgent, I will be grateful, 1k",0
2147,"Ilya, I hug you too tightly. Peace to your home and your family.",0
2148,step back two forward,0
2149,"Guys, does the restriction on the admission of guests to the hostel still exist?",0
2150,Taratuta will not let you lie,0
2151,There is also the topic of holotropic breathing. There are no more risks,0
2152,The main thing is not to drive Odintsovo ahpzhakha,0
2153,and who can borrow desktops on Monday?),0
2154,Does the HSE bus leave from here?,0
2155,I hope the stupid water got what it deserved,0
2156,"There are a lot of their types, the main thing is not to confuse, money is running out😅",0
2157,Or is it officially only known that in 2017?,0
2158,the saddest songs I've heard are still from Noise,0
2159,"No, they close 26",0
2160,"No, damn it, it's real, they drill so much, they're fucked",0
2161,"Oh, and we will know what an ancap is))))",0
2162,"Was it short or not, I don't remember",0
2163,if you donate purely 25 rubles to somehow recoup the subscription,0
2164,"Well, actually, yes, but he is also a living person)",0
2165,I will sell snow for 1000 rubles grams,0
2166,I get more pleasure from the bus than from you),0
2167,You can link to the conversation tusy dubki,0
2168,"Well, it is possible that I just got this one, and all the other samples are normal ...",0
2169,There is only a ban on the use of,0
2170,will you be in the oaks soon?,0
2171,"And he saves you from the omicron, doesn't he?",0
2172,Better not,0
2173,You can't please everyone,0
2174,Give him tobacco,0
2175,"That's it, the new Moscow bus has come, that's for sure)",0
2176,Guys. How many people filmed fireworks - no one threw what anyone filmed!,0
2177,And not in this one either.,0
2178,and send it to your friends / in the chats of minors and streams,0
2179,And with the regional nothing to do?,0
2180,How long is hot water off?,0
2181,This is our anti-spam bot,0
2182,I also want to polit,0
2183,And that anonymously,0
2184,Haven't contributed to anyone yet,0
2185,Taxi from odi now,0
2186,"By exchange, the place is reservedBut they ask to pay in advance for the period of departure",0
2187,"Well, mb and do not work",0
2188,@lllgaleleyev what a familiar voice ))),0
2189,The main thing is not to confuse with VNIISOK 7,0
2190,About drilling,0
2191,sold 10 days ago,0
2192,I don't think so,0
2193,Question two: what if someone can give the laptop a run from 9 to 6 tomorrow? Can be for a dime,0
2194,"do these movements carefully, yes, brother?",0
2195,what kind of men went,0
2196,Guys Does anyone have a printer?,0
2197,It's either 16 or 14 or who the fuck knows,0
2198,still just dumb on this list,0
2199,Type for 100 exam points you get paid 80k once a semester if you participate in all sorts of pseudoscientific things,0
2200,but in fact they usually gave 30,0
2201,"MOVIE POSTER | DUBKIBlade Runner 2049 (2017)Today at 21:00, 1k, room 256Organizer: @yegomaru",0
2202,Make a separate network for smart devices and graduate students,0
2203,"if he hasn’t lost weight and you can lie down like that, but still he bites into the ribs and is not so comfortable",0
2204,"It is easier to order on ozone, although it depends on how long you need",0
2205,I don't remember how much the tower paid for the Amur lvl,0
2206,leave the room yourself when she comes in if that,0
2207,"Well, by the numbers",0
2208,the bus didn't come at 1:40 🥵😡,0
2209,Two years of oak trees,0
2210,No options at all?,0
2211,fucking news,0
2212,"I passed ""not far"" from the duty room in both directions, there was no one to the left or to the right (",0
2213,yes it's real,0
2214,"Well, it's natural to study for 6+ at least",0
2215,for smoking in the room,0
2216,"offer eco products, I will force you",0
2217,matvey are you in oak trees?,0
2218,"And for the sake of social, of course",0
2219,or you'll get sick of fear,0
2220,I mean there is a big load of doctors here,0
2221,"By the way, they are activated when you apply it to the turnstile for the first time.",0
2222,"well, by the way, I went there to make the same card 2 years ago, and there a grandmother with a buggy computer got caught",0
2223,but it's confusing,0
2224,"Well, if they cost 0, then you can at least not buy toilet paper later",0
2225,come drink tea,0
2226,"And if the target is on the back, then less force is required",0
2227,And then all these fucking rules are scary,0
2228,give more reasons why you prefer to buy or sell here rather than on ad platforms,0
2229,Still cool,0
2230,Now I'm clean and alive,0
2231,and what time will the oak-cart leave?,0
2232,"Well, you will be in some university building - give it to the guards, and they will figure it out",0
2233,"Use legitimate authority, not creeds",0
2234,"Guys from room 809, building 2, please stop singing",0
2235,Fuck like Ibrat,0
2236,"And by the way, there are no discounted subscriptions? And then every time to stand in line at the vending machines is lazy",0
2237,They lay asphalt so that later there is no shit in the form of water!,0
2238,purely to become an ambal,0
2239,"Okay, I've already hit moralizing, lights out",0
2240,"By the way, the program is paid to let traffic through Tor",0
2241,I hear it at 11.,0
2242,"you can pretend that you have a tube, pretend to have an attack and call an ambulance",0
2243,Type c for lighting is,0
2244,with mining,0
2245,"Can you become a loan guarantor? After the payment, there is a chance to get to know me, nothing further is required, I'm cool",0
2246,What body are you interested in?,0
2247,"Is the infirmary open tomorrow? And by the way, where is he? ☺️",0
2248,have to cut off,0
2249,"Separated by fire doors, I wrote above",0
2250,"it doesn’t even sound so scary, only if the girls walk the streets alone at a late hour",0
2251,Or pasta,0
2252,@biniiki reply privately,0
2253,"Strange question, but there are guys with orthokeratin lenses?",0
2254,And so I write again,0
2255,like 10 days,0
2256,doesn't make much sense,0
2257,did you get it at the infirmary?,0
2258,Is it possible to delay the bus from odi at 14.45 for a few minutes? Aero arrives at 14.46,0
2259,"Yep, I'll have to look at the result.",0
2260,But with the condition,0
2261,Sell ​​money...,0
2262,where is infa from? because my statements are based on experimental data),0
2263,can anyone post the current schedule of the castellan? 3k,0
2264,We agree with everyone,0
2265,"or baths, or double standards))",0
2266,And does anyone know if it is possible to have wired internet in the room?,0
2267,This is the best psychology department in Russia,0
2268,Will the police really do this?,0
2269,"Please tell me what I can do with biometrics, if I'm an intruder. Really interesting to read",0
2270,3d shoot whitefish,0
2271,Anyone selling earpods?,0
2272,I don't want to know,0
2273,yes here xs already,0
2274,"I can give a try, elite quality) I still won’t eat",0
2275,Territorial - yes,0
2276,"ok i got it, thanks",0
2277,17:32 please delay the bus for 2-3 minutes from Odintsovo,0
2278,"But aren't they identical in structure? it's just that here, it seems, the trouble is precisely in the tightness of the entry",0
2279,Light bulbs seem to be at their own expense ... but electricians can screw in,0
2280,I hear some trick,0
2281,Looks like not yet,0
2282,There are cupcakes in the five,0
2283,"Yes, please tell someone, otherwise I have to go for an hour and a half right now ....",0
